0.075626,0.048016,0.023592,0.004572,-0.007875,-0.013678,-0.013731,-0.009626,-0.003321,0.003190,0.008126,0.010076,0.008056,0.001477,-0.009934,-0.026234
0.123437,0.082602,0.046778,0.018585,-0.000657,-0.010971,-0.013536,-0.010353,-0.003838,0.003574,0.009729,0.012950,0.012095,0.006525,-0.003997,-0.019428
0.175171,0.121206,0.073824,0.036063,0.009431,-0.006121,-0.011986,-0.010506,-0.004501,0.003182,0.010030,0.014087,0.014031,0.009144,-0.000801,-0.015686
0.230632,0.163834,0.104919,0.057344,0.022845,0.001408,-0.008498,-0.009477,-0.004694,0.002638,0.009662,0.014134,0.014533,0.010030,0.000374,-0.014267
0.289424,0.210284,0.140044,0.082571,0.039859,0.011987,-0.002630,-0.006781,-0.003900,0.002482,0.009184,0.013679,0.014222,0.009843,0.000232,-0.014425
0.350970,0.260159,0.178979,0.111687,0.060555,0.025813,0.005899,-0.002072,-0.001729,0.003135,0.009053,0.013215,0.013636,0.009173,-0.000580,-0.015456
0.414539,0.312885,0.221315,0.144442,0.084827,0.042903,0.017205,0.004838,0.002062,0.004889,0.009601,0.013117,0.013203,0.008509,-0.001506,-0.016733
0.479279,0.367742,0.266476,0.180410,0.112393,0.063100,0.031236,0.013983,0.007573,0.007894,0.011023,0.013631,0.013222,0.008216,-0.002103,-0.017730
0.544258,0.423899,0.313755,0.219017,0.142814,0.086092,0.047791,0.025251,0.014763,0.012164,0.013384,0.014867,0.013860,0.008528,-0.002060,-0.018045
0.608505,0.480457,0.362350,0.259577,0.175526,0.111437,0.066537,0.038399,0.023462,0.017589,0.016619,0.016809,0.015152,0.009541,-0.001202,-0.017411
0.671051,0.536486,0.411401,0.301325,0.209875,0.138593,0.087036,0.053086,0.033401,0.023955,0.020560,0.019327,0.017013,0.011229,0.000517,-0.015693
0.730963,0.591064,0.460031,0.343455,0.245147,0.166949,0.108782,0.068890,0.044232,0.030968,0.024953,0.022201,0.019258,0.013452,0.003020,-0.012886
0.787380,0.643314,0.507379,0.385159,0.280610,0.195864,0.131225,0.085348,0.055562,0.038285,0.029489,0.025147,0.021627,0.015980,0.006125,-0.009104
0.839537,0.692433,0.552638,0.425657,0.315543,0.224694,0.153806,0.101982,0.066975,0.045538,0.033827,0.027838,0.023802,0.018514,0.009563,-0.004562
0.886785,0.737713,0.595074,0.464225,0.349264,0.252822,0.175982,0.118321,0.078065,0.052361,0.037624,0.029936,0.025442,0.020711,0.013001,0.000439
0.928603,0.778560,0.634049,0.500218,0.381151,0.279677,0.197251,0.133930,0.088450,0.058411,0.040552,0.031109,0.026201,0.022204,0.016067,0.005536
