0.119289,0.071130,0.032668,0.002967,-0.018920,-0.033912,-0.042879,-0.046633,-0.045929,-0.041465,-0.033888,-0.023799,-0.011755,0.001731,0.016186,0.031182
0.160027,0.105450,0.061288,0.026631,0.000515,-0.018023,-0.029908,-0.036017,-0.037166,-0.034113,-0.027560,-0.018151,-0.006484,0.006896,0.021489,0.036847
0.202741,0.141377,0.091104,0.051072,0.020323,-0.002129,-0.017264,-0.026016,-0.029266,-0.027835,-0.022479,-0.013896,-0.002726,0.010448,0.025096,0.040744
0.247597,0.179136,0.122373,0.076557,0.040772,0.014020,-0.004711,-0.016413,-0.022030,-0.022445,-0.018476,-0.010876,-0.000333,0.012528,0.027144,0.043011
0.294717,0.218930,0.155347,0.103363,0.062139,0.030698,0.008007,-0.006971,-0.015238,-0.017743,-0.015366,-0.008919,0.000856,0.013289,0.027778,0.043786
0.344161,0.260923,0.190257,0.131760,0.084713,0.048192,0.021167,0.002570,-0.008652,-0.013509,-0.012947,-0.007841,0.001013,0.012892,0.027152,0.043218
0.395918,0.305226,0.227307,0.162009,0.108783,0.066799,0.035060,0.012488,-0.002012,-0.009505,-0.011001,-0.007439,0.000324,0.011511,0.025428,0.041462
0.449887,0.351885,0.266654,0.194345,0.134631,0.086822,0.049992,0.023078,0.004961,-0.005472,-0.009289,-0.007495,-0.001010,0.009330,0.022779,0.038680
0.505875,0.400865,0.308395,0.228966,0.162520,0.108562,0.066277,0.034649,0.012562,-0.001132,-0.007556,-0.007775,-0.002775,0.006548,0.019392,0.035048
0.563581,0.452038,0.352557,0.266016,0.192683,0.132304,0.084226,0.047522,0.021104,0.003809,-0.005527,-0.008025,-0.004737,0.003380,0.015462,0.030750
0.622604,0.505175,0.399073,0.305574,0.225305,0.158308,0.104144,0.062018,0.030907,0.009661,-0.002909,-0.007975,-0.006646,0.000054,0.011204,0.025983
0.682446,0.559944,0.447784,0.347636,0.260513,0.186797,0.126314,0.078454,0.042300,0.016748,0.000604,-0.007337,-0.008237,-0.003182,0.006842,0.020959
0.742523,0.615907,0.498423,0.392102,0.298356,0.217937,0.150987,0.097131,0.055610,0.025401,0.005336,-0.005804,-0.009225,-0.006067,0.002621,0.015902
0.802186,0.672536,0.550617,0.438773,0.338796,0.251829,0.178368,0.118327,0.071153,0.035952,0.011618,-0.003058,-0.009308,-0.008319,-0.001198,0.011055
0.860743,0.729224,0.603895,0.487341,0.381695,0.288488,0.208600,0.142277,0.089224,0.048729,0.019788,0.001234,-0.008168,-0.009639,-0.004337,0.006678
0.917487,0.785308,0.657698,0.537394,0.426809,0.327839,0.241752,0.169164,0.110089,0.064046,0.030183,0.007413,-0.005472,-0.009710,-0.006499,0.003046
